ID,COLL_NOM,COLL_SIRET,ARR_REF,ARR_OBJET,ARR_CONSIDERANT,ARR_DATE,ARR_INSEE,ARR_URL,REGL_ARTICLE,REGL_SOUS_ARTICLE,REGL_MODALITE,VEH_TYPE,VEH_PTAC,VEH_LONG,VEH_LARG,VEH_HAUT,VEH_USAGE,VEH_MOTOR,VEH_CQA,PERIODE_DEBUT,PERIODE_JH,EMPRISE_DESIGNATION,EMPRISE_SENS,EMPRISE_DEBUT,EMPRISE_FIN,INTERV_DUREE,INTERV_HMAX,GEOM_WKT,GEOM_SOURCE
31,Commune de Gignac-la-Nerthe,,2003-408/POL083,NC,Considérant que les exigences de la circulation nécessitent de limiter les livraisons dans l'agglomération à une certaine période de la journée,2003-11-13,13043,,1,,Autorise,Tous véhicules,,,,,Livraison,,,,Mo-Su 06:30-11:30,Commune entière de Gignac,Deux sens,,,,,,BDTOPO IGN 2021
