"ID","COLL_NOM","COLL_INSEE","ARR_DATE","ARR_REF","ARR_OBJET","ARR_CONSIDERANT","ARR_URL","REGL_ARTICLE","REGL_SOUS_ARTICLE","REGL_MOTIF","REGL_MODALITE","VEH_TYPES","VEH_TONNAGE","VEH_USAGES","VEH_LONG","VEH_LARG","VEH_HAUT","VEH_MOTORS","VEH_CQAS","PERIODE_JH","PERIODE_DEBUT","PERIODE_FIN","EMPRISE_DESIGNATION","EMPRISE_DEBUT","GEOM_DEBUT","EMPRISE_FIN","GEOM_FIN","EMPRISE_SENS","INTERV_DUREE","INTERV_HMAX","GEOM_WKT","GEOM_SOURCE"
31,"Commune de Gignac-la-Nerthe","13043","2003-11-13","2003-408/POL083","NC","Considérant que les exigences de la circulation nécessitent de limiter les livraisons dans l'agglomération à une certaine période de la journée",,1,,,"Autorise","Tous véhicules",,"Livraison",,,,,,"Mo-Su 06:30-11:30",,,"Commune entière de Gignac",,,,,"Deux sens",,,,
